state|city|latitude|longitude|summary|success|suicide|attack_type|target_type|target|group_name|motive|weapon_type|weapon_detail|property_damage|property_comment|date
Indiana|Columbus|39.117274|-86.04304499999999|07/08/2017: Assailants vandalized and set fire to the Ohio Chapel United Methodist Church near Columbus, Indiana, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident.|1|0|Facility/Infrastructure Attack|Place of Worship|Church|Unknown||Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2017-07-08
Pennsylvania|Campbelltown|40.256710999999996|-76.581162|07/09/2017: Assailants set fire to a Energy Transfer Partners, L.P. portable toilet near Chestnut Hill and Kreider Roads in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources suspected the incident was carried out by environmentalists.|1|0|Facility/Infrastructure Attack|Construction|Portable Toilet|Environmentalists||Arson/Fire||Minor (likely < $1 million)|A portable toilet was damaged in this attack.|2017-07-09
Pennsylvania|Campbelltown|40.256896000000005|-76.58113399999999|07/13/2017: Assailants set fire to a portable toilet at a Sunoco pipeline construction site in Campbelltown, Pennsylvania, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources suspected the involvement of environmental extremists in the attack.|1|0|Facility/Infrastructure Attack|Construction|Portable Toilet|Environmentalists||Arson/Fire||Minor (likely < $1 million)|A portable toilet was damaged in this attack.|2017-07-13
Missouri|Kansas City|39.176086|-94.574127|08/04/2017: A package delivered to an Internal Revenue Service (IRS) office made employees sick in Kansas City, Missouri, United States. At least 10 people reported being ill, which included vomiting and nausea. No group claimed responsibility for the attack.|1|0|Unarmed Assault|Government Personnel (excluding police, military)|Internal Revenue Service (IRS) Employees|Unknown||Poisoning|An unidentified toxic substance, which smelled like ammonia, was used in the attack.|||2017-08-04
Minnesota|Bloomington|44.854703|-93.26438399999999|08/05/2017: An assailant threw an explosive device into Dar Al-Farooq Mosque in Bloomington, Minnesota, United States. There were no reported casualties but an office in the mosque was damaged in the blast. No group claimed responsibility; however, sources attributed the attack to the White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia.|1|0|Bombing/Explosion|Place of Worship|Mosque|White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia||Pipe Bomb|A PVC pipe bomb containing black powder and diesel fuel was used in the attack.|Minor (likely < $1 million)|An Islamic center was damaged in this attack.|2017-08-05
Virginia|Charlottesville|38.029474|-78.47961600000001|08/12/2017: An assailant drove his vehicle into a crowd of counter-protesters at the intersection of 4th Street and Water Street in Charlottesville, Virginia, United States. One person, identified as Heather D. Heyer, was killed and 19 people were injured in the assault. No group claimed responsibility for the incident; however, police arrested James Alex Fields Jr., a neo-Nazi extremist, in connection with the attack.|1|0|Unarmed Assault|Protester|Counter-protesters|Neo-Nazi extremists|||A silver Dodge Challenger was used in the attack.|Minor (likely < $1 million)|A vehicle was damaged in this attack.|2017-08-12
Texas|Houston|29.813822|-95.36529499999999|08/19/2017: An assailant was arrested while attempting to plant an explosive device at the Dick Dowling Confederate monument in Houston, Texas, United States. There were no reported casualties. No group claimed responsibility; however, sources identified the assailant as Andrew Cecil Schneck.|0|0|Bombing/Explosion|Memorial/Cemetery/Monument|Monument|Unknown|The specific motive is unknown; however, sources noted that the attempted attack occurred amid heated discussions over removing Confederate monuments.|Other Explosive Type|A homemade explosive device was used in the attack.|||2017-08-19
Louisiana|Baton Rouge|30.451468|-91.187147|09/11/2017: An assailant fired shots through the front door and living room of a home in Baton Rouge, Louisiana, United States. Two men were home at the time of the attack, but no one was injured. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.|1|0|Armed Assault|Race/Ethnicity Identified|House of Black Civilians|White extremists|The specific motive is unknown; however, sources suspected that the attack was racially motivated.|Unknown Gun Type||Minor (likely < $1 million)|A door and a window were damaged in this attack.|2017-09-11
Louisiana|Baton Rouge|30.449997999999997|-91.154152|09/12/2017: An assailant shot and killed Bruce Cofield, 59, on the 3400 block of Florida Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.|1|0|Armed Assault|Race/Ethnicity Identified|Black Civilian: Bruce Cofield|White extremists|The specific motive is unknown; however, sources suspected that the attack was racially motivated.|Unknown Gun Type||||2017-09-12
Louisiana|Baton Rouge|30.420015000000003|-91.184493|09/14/2017: An assailant shot and killed Donald Smart 49, on the 3000 block of Alaska Street in Baton Rouge, Louisiana, United States. The perpetrator first fired from inside a car, and then exited the vehicle and continued to fire. Kenneth James Gleason, a white extremist, was arrested and charged in connection with this attack and two similar incidents in Baton Rouge in the same week. Police believe the attacks were racially motivated. He pleaded not guilty in December 2017.|1|0|Armed Assault|Race/Ethnicity Identified|Black Civilian: Donald Smart|White extremists|The specific motive is unknown; however, sources suspected that the attack was racially motivated.|Unknown Gun Type||||2017-09-14
Tennessee|Antioch|36.046771|-86.583081|09/24/2017: An assailant opened fire on Burnette Chapel Church of Christ in Antioch, Tennessee, United States. One person was killed and eight others, including the assailant, were wounded in the attack. An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.|1|0|Armed Assault|Place of Worship|Church|Unknown|An unaffiliated individual, identified as Emanuel Kidega Samson, claimed responsibility for the incident and stated that the attack was carried out in revenge for the June 18, 2015 attack on a church in Charleston, South Carolina by Dylann Roof.|Handgun|A pistol was used in the attack.|||2017-09-24
Nevada|Las Vegas|36.082645|-115.135925|"10/01/2017: An assailant opened fire from the Mandalay Bay Hotel on the Route 91 Harvest Festival concert in Las Vegas, Nevada, United States. At least 58 people were killed and 851 people were injured in the attack. The assailant shot and killed himself before police reached him. No group claimed responsibility for the incident; however, authorities identified the assailant as Stephen Paddock, an anti-government extremist. Witnesses overheard Paddock espousing anger over the 1990s standoffs in Waco, Texas and Ruby Ridge, Idaho. Paddock also expressed concern over the US government ""confiscating guns."""|1|0|Armed Assault|Entertainment/Cultural/Stadium/Casino|Security Guard: Jesus Campos|Anti-Government extremists||Automatic or Semi-Automatic Rifle|AR-15 semiautomatic rifles equipped with bump stocks were used in the attack.|Unknown|A hotel window and other unspecified property were damaged in this attack.|2017-10-01
North Carolina|Fletcher|35.437653000000005|-82.537256|"10/06/2017: An explosive device was discovered and defused at the Asheville Regional Airport baggage claim in Fletcher, North Carolina, United States. Michael Christopher Estes claimed responsibility for the attack and stated that he wanted to ""fight a war on U.S. soil."""|0|0|Bombing/Explosion|Airport|Airport|Unknown|"An unaffiliated individual, identified as Michael Christopher Estes, claimed responsibility for the incident and stated that he wanted to ""fight a war on U.S. soil."""|Time Fuse|A timed homemade explosive device containing ammonium nitrate, shotgun ammunition, oil, and nails and connected to an alarm clock was used in the attack.|||2017-10-06
Washington|Spokane|47.679134999999995|-117.40220900000001|10/08/2017: Around 11:00 p.m.m two assailants shouting racial slurs and white supremacist statements attacked a black man in Spokane, Washington, United States. The assailants attacked Norris Cooley, pointed a handgun at him, and fired at least six shots into Cooley's occupied home. The two unaffiliated individuals, identified as Jason Edward Cooper and Donald Lucas Prichard, white extremists, claimed responsibility for the incident and stated racial slurs during the attack.|1|0|Armed Assault|Race/Ethnicity Identified|Black Civilian: Norris Cooley|White extremists|Two unaffiliated individuals, identified as Jason Edward Cooper; Donald Lucas Prichard, claimed responsibility for the incident and stated racial slurs during the attack.|Handgun|A pistol was used in the attack.|Minor (likely < $1 million)|A house was damaged in this attack.|2017-10-08
Nebraska|Oxford|40.252274|-99.635072|"10/22/2017: An assailant breached a secure area of an Amtrak passenger train, travelling from California to Missouri and triggered an emergency stop in Oxford, Nebraska, United States. There were no reported casualties, and the assailant, identified as Taylor Michael Wilson, was detained by Amtrak personnel. No group claimed responsibility for the incident; however, authorities stated that Wilson possessed neo-Nazi literature and had previously expressed an interest in ""killing black people."""|0|0|Armed Assault|Train/Train Tracks/Trolley|Train|White extremists|The specific motive is unknown; however, sources noted that Taylor Michael Wilson wanted to kill people of color.|Handgun|A .38-caliber handgun and a knife were used in the attack.|||2017-10-22
Puerto Rico|San Juan|18.386932|-66.061127|10/28/2017: Assailants threw incendiary devices into Circo Bar, a gay club, in Santurce neighborhood, San Juan, Puerto Rico. There were no reported casualties in the attack. No group claimed responsibility; however, sources identified the assailants as anti-LGBT extremists.|1|0|Armed Assault|Restaurant/Bar/Café|Gay Bar|Anti-LGBT extremists||Molotov Cocktail/Petrol Bomb|Petrol bombs were used in the attack.|Minor (likely < $1 million)|A bar was damaged in this attack.|2017-10-28
New York|New York City|40.697132|-73.931351|"10/31/2017: An assailant driving a Home Depot rental truck entered a bike path in an attempt to run over civilians on the West Side Highway in Lower Manhattan, New York City, United States. Following the initial attack, the assailant exited the vehicle and was shot by a police officer after displaying imitation firearms. At least eight people, including two citizens from the United States, five Argentinian tourists, and one Belgian tourist, were killed and 13 other people, including the assailant, were injured in the attack. The Islamic State of Iraq and the Levant (ISIL) claimed that the assailant, identified as Sayfullo Habibullaevic Saipov, was ""one of the caliphate soldiers;"" however, sources doubted the veracity of this claim. Authorities also recovered a note from the vehicle in which Saipov pledged allegiance to ISIL."|1|0|Unarmed Assault|Tourist|Tourists: Hernan Diego Mendoza, Diego Enrique Angelini, Alejandro Damian Pagnucco|Jihadi-inspired extremists|An unaffiliated individual, identified as Sayfullo Habibullaevic Saipov, claimed responsibility for the incident and pledged allegiance to the Islamic State of Iraq and the Levant (ISIL).||A rental pickup truck and replica firearms were used in the attack.|Minor (likely < $1 million)|A school bus was damaged in this attack.|2017-10-31
Louisiana|Richland Parish|32.419801|-91.763649|10/31/2017: An assailant set fire to the predominantly black St Paul Missionary Baptist Church in Richland Parish, Louisiana, United States. There were no reported casualties in the attack. No group claimed responsibility; however, sources identified the assailant as a white extremist.|1|0|Facility/Infrastructure Attack|Place of Worship|Church|White extremists||Gasoline or Alcohol|Gasoline was used in the attack.|Minor (likely < $1 million)|A church was damaged in this attack.|2017-10-31
Illinois|Champaign|40.087687|-88.246841|11/07/2017: Assailants broke a window and put a bomb on the window sill at Women's Health Practice at 2125 South Neil Street, Champaign, Illinois, United States. The device failed to detonate and was defuse by authorities. No group claimed responsibility for the incident; however, sources attributed the attempted attack to the White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia.|0|0|Bombing/Explosion|Clinics|Clinic|White Rabbit Three Percent Illinois Patriot Freedom Fighters Militia||Pipe Bomb|A PVC pipe bomb containing thermite and a magnesium strip was used in the attack.|Minor (likely < $1 million)|A window was damaged in this attack.|2017-11-07
North Carolina|Vale|35.630842|-81.43925|"11/13/2017: Assailants set fire to the Providence Road Baptist Church in Vale, North Carolina, United States. There were no reported casualties in the fire. Pro-LGBT Rights extremists claimed responsibility for the incident and wrote ""anti-gay hate group"" on the targeted church."|1|0|Facility/Infrastructure Attack|Place of Worship|Church|Pro-LGBT Rights extremists|"Pro-LGBT Rights extremists claimed responsibility for the incident and wrote ""anti-gay hate group"" on the targeted church."|Arson/Fire||Minor (likely < $1 million)|A church was damaged in this attack.|2017-11-13
New Mexico|Aztec|36.820665999999996|-107.99081799999999|"12/07/2017: An assailant, identified as William Atchison, opened fire on students at Aztec High School in Aztec, New Mexico, United States. The assailant shot and killed two students and fired multiple shots at a locked classroom before shooting and killing himself. Statements Atchinson made in his suicide note and posted online reflect a fixation on mass shootings, as well as a misogynist and white supremacist narrative referenced in message forums where participants self-identify as ""involuntarily celibate"" (incel)."|1|1|Armed Assault|School/University/Educational Building|School|White extremists|"An unaffiliated individual, identified as William Atchison, claimed responsibility for the incident and made statements reflecting a fixation on mass shootings, as well as a misogynist and white supremacist narrative referenced in message forums where participants self-identify as ""involuntarily celibate."""|Handgun|A 9-mm Glock handgun was used in the attack.|Minor (likely < $1 million)|A classroom wall was damaged in this attack.|2017-12-07
New York|New York City|40.697132|-73.931351|"12/11/2017: A suicide bomber detonated explosives at Port Authority Bus Terminal between Seventh and Eighth Avenue in Manhatta, New York City, New York, United States. In addition to the assailant, three civilians were injured in the blast. Akayed Ullah, a jihadi-inspired extremist, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State."""|1|1|Bombing/Explosion|Bus Station/Stop|Bus Terminal|Jihadi-inspired extremists|"An unaffiliated individual, identified as Akayed Ullah, claimed responsibility for the incident and stated ""They've been bombing in my country and I wanted to do damage here,"" and ""I did it for the Islamic State."""|Suicide (carried bodily by human being)|A crude pipe bomb consisting of screws,  Christmas light wires, and a nine-volt battery was used in the attack.|||2017-12-11
Pennsylvania|Harrisburg|40.262772|-76.881107|12/22/2017: An assailant opened fire on a Pennsylvania State Capitol Police vehicle at the intersection of Fourth Street and Walnut Street near the Capitol Building in Harrisburg, Pennsylvania, United States. There were no reported casualties in the assault. This was one of two attacks targeting police officers in Harrisburg on the same day. No group claimed responsibility; however, authorities identified the assailant as Ahmed Aminamin El-Mofty.|1|0|Armed Assault|Police Patrol (including vehicles and convoys)|Vehicle|Unknown||Handgun|Two 9-mm handguns were used in the attack.|Minor (likely < $1 million)|A vehicle was damaged in this attack.|2017-12-22
Pennsylvania|Harrisburg|40.261864|-76.880913|12/22/2017: An assailant opened fire on a Pennsylvania State Capitol Police vehicle near Strawberry Square in Harrisburg, Pennsylvania, United States. At least one officer was injured in the assault. Officers pursued the assailant to the intersection of 17th Street and Mulberry Street, where he was shot and killed. This was one of two attacks targeting police officers in Harrisburg on the same day. No group claimed responsibility; however, authorities identified the assailant as Ahmed Aminamin El-Mofty.|1|0|Armed Assault|Police Patrol (including vehicles and convoys)|Vehicle|Unknown||Handgun|Two 9-mm handguns were used in the attack.|Minor (likely < $1 million)|A vehicle was damaged in this attack.|2017-12-22
